Date,Sales,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Mean_7,Rolling_Mean_30
2016-01-13,0.0,1,13,2,2,0,7365.455,0.0,3251.34,858.304,2459.345571428571,2294.1875066666666
2016-01-14,405.344,1,14,3,2,0,0.0,1724.376,1381.344,5494.796,2459.345571428571,2265.577373333333
2016-01-15,701.923,1,15,4,2,0,405.344,1124.6480000000001,0.0,4.98,2270.9124285714283,2095.9289733333335
2016-01-16,102.21799999999999,1,16,5,2,1,701.923,5766.152,161.97,1918.492,2210.5231428571424,2119.160406666667
2016-01-17,1040.55,1,17,6,2,1,102.21799999999999,781.4140000000001,6285.8060000000005,935.288,1401.3897142857138,2058.61794
2016-01-18,0.0,1,18,0,3,0,1040.55,453.37399999999997,2161.48,6120.656,1438.4091428571426,2062.126673333333
2016-01-19,0.0,1,19,1,3,0,0.0,7365.455,517.866,1107.464,1373.6414285714284,1858.1048066666665
2016-01-20,0.0,1,20,2,3,0,0.0,0.0,0.0,3257.7599999999998,321.4335714285709,1821.1893400000001
2016-01-21,1167.056,1,21,3,3,0,0.0,405.344,1724.376,473.313,321.4335714285709,1712.59734
2016-01-22,917.63,1,22,4,3,0,1167.056,701.923,1124.6480000000001,194.32,430.24957142857096,1735.7221066666668
2016-01-23,1732.3,1,23,5,3,1,917.63,102.21799999999999,5766.152,7484.566000000001,461.0648571428566,1759.83244
2016-01-24,31.36,1,24,6,3,1,1732.3,1040.55,781.4140000000001,4204.968,693.9337142857138,1568.0902400000002
2016-01-25,858.712,1,25,0,4,0,31.36,0.0,453.37399999999997,561.486,549.7637142857137,1428.9699733333334
2016-01-26,0.0,1,26,1,4,0,858.712,0.0,7365.455,5148.4472,672.4368571428566,1438.8775066666667
2016-01-27,0.0,1,27,2,4,0,0.0,0.0,0.0,79.2,672.4368571428566,1267.2626000000002
2016-01-28,39.68,1,28,3,4,0,0.0,1167.056,405.344,6.36,672.4368571428566,1264.6226
2016-01-29,0.0,1,29,4,4,0,39.68,917.63,701.923,3251.34,511.38314285714233,1265.7332666666669
2016-01-30,3107.3160000000003,1,30,5,4,1,0.0,1732.3,102.21799999999999,1381.344,380.29314285714236,1157.3552666666667
2016-01-31,1601.554,1,31,6,4,1,3107.3160000000003,31.36,1040.55,0.0,576.7239999999995,1214.8876666666667
2016-02-01,405.91999999999996,2,1,0,5,0,1601.554,858.712,0.0,161.97,801.0374285714281,1268.2728
2016-02-02,8996.784000000001,2,2,1,5,0,405.91999999999996,0.0,0.0,6285.8060000000005,736.3528571428567,1276.4044666666668
2016-02-03,0.0,2,3,2,5,0,8996.784000000001,0.0,0.0,2161.48,2021.6077142857139,1366.7704
2016-02-04,1454.9,2,4,3,5,0,0.0,39.68,1167.056,517.866,2021.607714285714,1294.7210666666665
2016-02-05,1098.136,2,5,4,5,0,1454.9,0.0,917.63,0.0,2223.7819999999997,1325.9555333333335
2016-02-06,157.844,2,6,5,5,1,1098.136,3107.3160000000003,1732.3,1724.376,2380.6585714285716,1362.5600666666667
2016-02-07,772.786,2,7,6,5,1,157.844,1601.554,31.36,1124.6480000000001,1959.3054285714281,1310.3423333333335
2016-02-08,482.58400000000006,2,8,0,6,0,772.786,405.91999999999996,858.712,5766.152,1840.9099999999996,1298.6136000000001
2016-02-09,6792.193,2,9,1,6,0,482.58400000000006,8996.784000000001,0.0,781.4140000000001,1851.8619999999996,1122.4946666666667
2016-02-10,18452.972,2,10,2,6,0,6792.193,0.0,0.0,453.37399999999997,1536.920428571428,1322.8539666666666
2016-02-11,0.0,2,11,3,6,0,18452.972,1454.9,39.68,7365.455,4173.059285714286,1922.8405666666667
2016-02-12,4684.616,2,12,4,6,0,0.0,1098.136,0.0,0.0,3965.216428571428,1677.3254000000002
2016-02-13,146.82,2,13,5,6,1,4684.616,157.844,3107.3160000000003,405.344,4477.570714285714,1833.4792666666667
2016-02-14,837.921,2,14,6,6,1,146.82,772.786,1601.554,701.923,4475.995857142857,1824.8618
2016-02-15,407.072,2,15,0,7,0,837.921,482.58400000000006,405.91999999999996,102.21799999999999,4485.300857142856,1829.395066666667
2016-02-16,1135.638,2,16,1,7,0,407.072,6792.193,8996.784000000001,1040.55,4474.513428571428,1839.5568666666668
2016-02-17,0.0,2,17,2,7,0,1135.638,18452.972,0.0,0.0,3666.4341428571424,1842.7264666666667
2016-02-18,0.0,2,18,3,7,0,0.0,0.0,1454.9,0.0,1030.2952857142852,1842.7264666666667
2016-02-19,392.65999999999997,2,19,4,7,0,0.0,4684.616,1098.136,0.0,1030.2952857142852,1842.7264666666667
2016-02-20,16.496,2,20,5,7,1,392.65999999999997,146.82,157.844,1167.056,417.15871428571376,1855.8151333333335
2016-02-21,1524.126,2,21,6,7,1,16.496,837.921,772.786,917.63,398.5409999999994,1817.4631333333336
2016-02-22,983.17,2,22,0,8,0,1524.126,407.072,482.58400000000006,1732.3,496.5702857142852,1837.6796666666667
2016-02-23,57.576,2,23,1,8,0,983.17,1135.638,6792.193,31.36,578.8699999999994,1812.7086666666667
2016-02-24,0.0,2,24,2,8,0,57.576,0.0,18452.972,858.712,424.8611428571423,1813.5825333333335
2016-02-25,46.72,2,25,3,8,0,0.0,0.0,0.0,0.0,424.8611428571423,1784.9588
2016-02-26,0.0,2,26,4,8,0,46.72,392.65999999999997,4684.616,0.0,431.53542857142804,1786.5161333333335
2016-02-27,243.892,2,27,5,8,1,0.0,16.496,146.82,39.68,375.4411428571424,1786.5161333333335
2016-02-28,36.48,2,28,6,8,1,243.892,1524.126,837.921,0.0,407.9262857142852,1793.3232
2016-02-29,111.104,2,29,0,9,0,36.48,983.17,407.072,3107.3160000000003,195.40542857142805,1794.5392000000002
2016-03-01,2095.83,3,1,1,9,0,111.104,57.576,1135.638,1601.554,70.8245714285709,1694.6654666666668
2016-03-02,866.4,3,2,2,9,0,2095.83,0.0,0.0,405.91999999999996,362.0037142857137,1711.1413333333335
2016-03-03,7264.4220000000005,3,3,3,9,0,866.4,46.72,0.0,8996.784000000001,485.7751428571423,1726.4906666666668
2016-03-04,441.198,3,4,4,9,0,7264.4220000000005,0.0,392.65999999999997,0.0,1516.875428571428,1668.745266666667
2016-03-05,1099.013,3,5,5,9,1,441.198,243.892,16.496,1454.9,1579.903714285714,1683.4518666666668
2016-03-06,71.088,3,6,6,9,1,1099.013,36.48,1524.126,1098.136,1702.0638571428567,1671.5889666666667
2016-03-07,847.7,3,7,0,10,0,71.088,111.104,983.17,157.844,1707.0078571428567,1637.3540333333335
2016-03-08,248.82,3,8,1,10,0,847.7,2095.83,57.576,772.786,1812.2358571428565,1660.3492333333334
2016-03-09,2365.596,3,9,2,10,0,248.82,866.4,0.0,482.58400000000006,1548.377285714285,1642.8836999999999
2016-03-10,1680.696,3,10,3,10,0,2365.596,7264.4220000000005,46.72,6792.193,1762.5481428571422,1705.6507666666666
2016-03-11,3802.796,3,11,4,10,0,1680.696,441.198,0.0,18452.972,964.8729999999995,1535.2675333333334
2016-03-12,5269.816,3,12,5,10,1,3802.796,1099.013,243.892,0.0,1445.101285714285,1046.9283333333333
2016-03-13,8866.882000000001,3,13,6,10,1,5269.816,71.088,36.48,4684.616,2040.9302857142852,1222.5888666666665
2016-03-14,669.3679999999999,3,14,0,11,0,8866.882000000001,847.7,111.104,146.82,3297.472285714285,1361.9977333333334
2016-03-15,2356.808,3,15,1,11,0,669.3679999999999,248.82,2095.83,837.921,3271.9962857142855,1379.416
2016-03-16,0.0,3,16,2,11,0,2356.808,2365.596,866.4,407.072,3573.1374285714287,1430.0455666666667
2016-03-17,2360.334,3,17,3,11,0,0.0,1680.696,7264.4220000000005,1135.638,3235.1951428571424,1416.4765000000002
2016-03-18,1061.682,3,18,4,11,0,2360.334,3802.796,441.198,0.0,3332.2862857142854,1457.2996999999998
2016-03-19,138.68,3,19,5,11,1,1061.682,5269.816,1099.013,0.0,2940.6985714285715,1492.6890999999998
2016-03-20,928.3109999999999,3,20,6,11,1,138.68,8866.882000000001,71.088,392.65999999999997,2207.6791428571423,1497.3117666666665
2016-03-21,645.7059999999999,3,21,0,12,0,928.3109999999999,669.3679999999999,847.7,16.496,1073.597571428571,1515.1668
2016-03-22,226.46800000000002,3,22,1,12,0,645.7059999999999,2356.808,248.82,1524.126,1070.2172857142853,1536.1404666666667
2016-03-23,0.0,3,23,2,12,0,226.46800000000002,0.0,2365.596,983.17,765.8829999999995,1492.8852
2016-03-24,745.7740000000001,3,24,3,12,0,0.0,2360.334,1680.696,57.576,765.8829999999996,1460.1128666666666
2016-03-25,1346.97,3,25,4,12,0,745.7740000000001,1061.682,3802.796,0.0,535.2315714285709,1483.0528000000002
2016-03-26,682.246,3,26,5,12,1,1346.97,138.68,5269.816,46.72,575.9869999999995,1527.9517999999998
2016-03-27,92.7,3,27,6,12,1,682.246,928.3109999999999,8866.882000000001,0.0,653.6392857142853,1549.136
2016-03-28,125.3,3,28,0,13,0,92.7,645.7059999999999,669.3679999999999,243.892,534.2662857142852,1552.2259999999999
2016-03-29,2659.339,3,29,1,13,0,125.3,226.46800000000002,2356.808,36.48,459.9225714285709,1548.2729333333334
2016-03-30,11.34,3,30,2,13,0,2659.339,0.0,0.0,111.104,807.4755714285709,1635.7015666666668
2016-03-31,640.762,3,31,3,13,0,11.34,745.7740000000001,2360.334,2095.83,809.0955714285709,1632.3761000000002
2016-04-01,1069.22,4,1,4,13,0,640.762,1346.97,1061.682,866.4,794.0938571428567,1583.8738333333336
2016-04-02,197.868,4,2,5,13,1,1069.22,682.246,138.68,7264.4220000000005,754.4152857142851,1590.6345000000001
2016-04-03,315.45,4,3,6,13,1,197.868,92.7,928.3109999999999,441.198,685.218428571428,1355.0827
2016-04-04,970.194,4,4,0,14,0,315.45,125.3,645.7059999999999,1099.013,717.0398571428566,1350.8911
2016-04-05,0.0,4,5,1,14,0,970.194,2659.339,226.46800000000002,71.088,837.7389999999995,1346.5971333333332
2016-04-06,2316.523,4,6,2,14,0,0.0,11.34,0.0,847.7,457.83342857142804,1344.2275333333334
2016-04-07,1651.301,4,7,3,14,0,2316.523,640.762,745.7740000000001,248.82,787.1452857142851,1393.1883
2016-04-08,497.91,4,8,4,14,0,1651.301,1069.22,1346.97,2365.596,931.5079999999996,1439.9376666666665
2016-04-09,4532.042,4,9,5,14,1,497.91,197.868,682.246,1680.696,849.8922857142852,1377.6814666666667
2016-04-10,5912.782,4,10,6,14,1,4532.042,315.45,92.7,3802.796,1469.0599999999995,1472.7263333333335
2016-04-11,3888.818,4,11,0,15,0,5912.782,970.194,125.3,5269.816,2268.6788571428565,1543.0592000000001
2016-04-12,944.2860000000001,4,12,1,15,0,3888.818,0.0,2659.339,8866.882000000001,2685.6251428571422,1497.0259333333336
2016-04-13,6.12,4,13,2,15,0,944.2860000000001,2316.523,11.34,669.3679999999999,2820.5231428571424,1232.9394
2016-04-14,1466.572,4,14,3,15,0,6.12,1651.301,640.762,2356.808,2490.4655714285705,1210.8311333333334
2016-04-15,2201.8559999999998,4,15,4,15,0,1466.572,497.91,1069.22,0.0,2464.075714285714,1181.1565999999998
2016-04-16,9335.086000000001,4,16,5,15,1,2201.8559999999998,4532.042,197.868,2360.334,2707.4965714285713,1254.5518
2016-04-17,421.08500000000004,4,17,6,15,1,9335.086000000001,5912.782,315.45,1061.682,3393.645714285714,1487.0435333333335
2016-04-18,2514.538,4,18,0,16,0,421.08500000000004,3888.818,970.194,138.68,2609.117571428571,1465.6903
2016-04-19,1414.132,4,19,1,16,0,2514.538,944.2860000000001,0.0,928.3109999999999,2412.7918571428568,1544.8855666666668
2016-04-20,0.0,4,20,2,16,0,1414.132,6.12,2316.523,645.7059999999999,2479.9127142857137,1561.0796
2016-04-21,271.616,4,21,3,16,0,0.0,1466.572,1651.301,226.46800000000002,2479.038428571428,1539.5560666666668
2016-04-22,1765.4650000000001,4,22,4,16,0,271.616,2201.8559999999998,497.91,0.0,2308.3304285714285,1541.0610000000001
2016-04-23,720.368,4,23,5,16,1,1765.4650000000001,9335.086000000001,4532.042,745.7740000000001,2245.988857142857,1599.9098333333336
2016-04-24,1607.1,4,24,6,16,1,720.368,421.08500000000004,5912.782,1346.97,1015.3148571428565,1599.0629666666666
2016-04-25,108.42,4,25,0,17,0,1607.1,2514.538,3888.818,682.246,1184.7455714285704,1607.7339666666667
2016-04-26,434.646,4,26,1,17,0,108.42,1414.132,944.2860000000001,92.7,841.0144285714277,1588.6064333333334
2016-04-27,0.0,4,27,2,17,0,434.646,0.0,6.12,125.3,701.0878571428564,1600.0046333333335
2016-04-28,486.672,4,28,3,17,0,0.0,271.616,1466.572,2659.339,701.0878571428564,1595.8279666666667
2016-04-29,0.0,4,29,4,17,0,486.672,1765.4650000000001,2201.8559999999998,11.34,731.8101428571421,1523.4057333333333
2016-04-30,142.208,4,30,5,17,1,0.0,720.368,9335.086000000001,640.762,479.6008571428564,1523.0277333333333
2016-05-01,255.904,5,1,6,17,1,142.208,1607.1,421.08500000000004,1069.22,397.0065714285706,1506.4092666666666
2016-05-02,2994.476,5,2,0,18,0,255.904,108.42,2514.538,197.868,203.97857142857066,1479.2987333333335
2016-05-03,162.344,5,3,1,18,0,2994.476,434.646,1414.132,315.45,616.272285714285,1572.519
2016-05-04,1046.3339999999998,5,4,2,18,0,162.344,0.0,0.0,970.194,577.3719999999993,1567.4154666666666
2016-05-05,2701.28,5,5,3,18,0,1046.3339999999998,486.672,271.616,0.0,726.848285714285,1569.9534666666666
2016-05-06,659.82,5,6,4,18,0,2701.28,0.0,1765.4650000000001,2316.523,1043.2208571428564,1659.9961333333335
2016-05-07,0.0,5,7,5,18,1,659.82,142.208,720.368,1651.301,1137.4808571428564,1604.7727000000002
2016-05-08,197.05,5,8,6,18,1,0.0,255.904,1607.1,497.91,1117.1654285714278,1549.7293333333334
2016-05-09,5226.348,5,9,0,19,0,197.05,2994.476,108.42,4532.042,1108.7577142857137,1539.7006666666666
2016-05-10,0.0,5,10,1,19,0,5226.348,162.344,434.646,5912.782,1427.5965714285708,1562.8442
2016-05-11,4266.8988,5,11,2,19,0,0.0,1046.3339999999998,0.0,3888.818,1404.4045714285708,1365.7514666666664
2016-05-12,5267.004,5,12,3,19,0,4266.8988,2701.28,486.672,944.2860000000001,1864.4852571428564,1378.3541599999999
2016-05-13,0.0,5,13,4,19,0,5267.004,659.82,0.0,6.12,2231.0172571428566,1522.4447599999999
2016-05-14,455.92999999999995,5,14,5,19,1,0.0,0.0,142.208,1466.572,2136.7572571428564,1522.2407600000001
2016-05-15,648.9119999999999,5,15,6,19,1,455.92999999999995,197.05,255.904,2201.8559999999998,2201.8901142857135,1488.5526933333335
2016-05-16,880.4599999999999,5,16,0,20,0,648.9119999999999,5226.348,2994.476,9335.086000000001,2266.441828571428,1436.7878933333334
2016-05-17,346.922,5,17,1,20,0,880.4599999999999,0.0,162.344,421.08500000000004,1645.6006857142852,1154.9670266666667
2016-05-18,122.22,5,18,2,20,0,346.922,4266.8988,1046.3339999999998,2514.538,1695.160971428571,1152.4949266666667
2016-05-19,1582.008,5,19,3,20,0,122.22,5267.004,2701.28,1414.132,1103.0639999999992,1072.7509933333333
2016-05-20,2471.913,5,20,4,20,0,1582.008,0.0,659.82,0.0,576.6359999999993,1078.34686
2016-05-21,2718.214,5,21,5,20,1,2471.913,455.92999999999995,0.0,271.616,929.7664285714279,1160.74396
2016-05-22,1799.2,5,22,6,20,1,2718.214,648.9119999999999,197.05,1765.4650000000001,1252.9498571428562,1242.2972266666666
2016-05-23,10560.978000000001,5,23,0,21,0,1799.2,880.4599999999999,5226.348,720.368,1417.2767142857138,1243.4217266666667
2016-05-24,277.756,5,24,1,21,0,10560.978000000001,346.922,0.0,1607.1,2800.2078571428565,1571.44206
2016-05-25,1311.97,5,25,2,21,0,277.756,122.22,4266.8988,108.42,2790.3269999999998,1527.1305933333335
2016-05-26,1975.356,5,26,3,21,0,1311.97,1582.008,5267.004,434.646,2960.291285714285,1567.2489266666669
2016-05-27,5305.0779999999995,5,27,4,21,0,1975.356,2471.913,0.0,0.0,3016.483857142857,1618.6059266666668
2016-05-28,2137.324,5,28,5,21,1,5305.0779999999995,2718.214,455.92999999999995,486.672,3421.221714285714,1795.44186
2016-05-29,1063.185,5,29,6,21,1,2137.324,1799.2,648.9119999999999,0.0,3338.237428571428,1850.4635933333334
2016-05-30,8090.5779999999995,5,30,0,22,0,1063.185,10560.978000000001,880.4599999999999,142.208,3233.092428571428,1885.9030933333336
2016-05-31,438.859,5,31,1,22,0,8090.5779999999995,277.756,346.922,255.904,2880.178142857142,2150.84876
2016-06-01,0.0,6,1,2,22,0,438.859,1311.97,122.22,2994.476,2903.1928571428566,2156.94726
2016-06-02,132.224,6,2,3,22,0,0.0,1975.356,1582.008,162.344,2715.7685714285712,2057.1313933333336
2016-06-03,811.303,6,3,4,22,0,132.224,5305.0779999999995,2471.913,1046.3339999999998,2452.4639999999995,2056.1273933333337
2016-06-04,1294.75,6,4,5,22,1,811.303,2137.324,2718.214,2701.28,1810.4961428571423,2048.2930266666667
2016-06-05,236.96,6,5,6,22,1,1294.75,1063.185,1799.2,659.82,1690.128428571428,2001.4086933333335
2016-06-06,6026.312,6,6,0,23,0,236.96,8090.5779999999995,10560.978000000001,0.0,1572.0962857142852,1987.31336
2016-06-07,0.0,6,7,1,23,0,6026.312,438.859,277.756,197.05,1277.2011428571423,2188.190426666667
2016-06-08,320.38800000000003,6,8,2,23,0,0.0,0.0,1311.97,5226.348,1214.5069999999994,2181.6220933333334
2016-06-09,1313.536,6,9,3,23,0,320.38800000000003,132.224,1975.356,0.0,1260.2767142857138,2018.0900933333332
2016-06-10,830.4000000000001,6,10,4,23,0,1313.536,811.303,5305.0779999999995,4266.8988,1429.0355714285708,2061.8746266666667
2016-06-11,773.256,6,11,5,23,1,830.4000000000001,1294.75,2137.324,5267.004,1431.7637142857136,1947.3246666666666
2016-06-12,3878.276,6,12,6,23,1,773.256,236.96,1063.185,0.0,1357.2645714285707,1797.5330666666669
2016-06-13,430.43800000000005,6,13,0,24,0,3878.276,6026.312,8090.5779999999995,455.92999999999995,1877.4525714285708,1926.8089333333332
2016-06-14,3457.099,6,14,1,24,0,430.43800000000005,0.0,438.859,648.9119999999999,1078.0419999999995,1925.9592000000002
2016-06-15,173.488,6,15,2,24,0,3457.099,320.38800000000003,0.0,880.4599999999999,1571.9132857142852,2019.5654333333334
2016-06-16,147.275,6,16,3,24,0,173.488,1313.536,132.224,346.922,1550.9275714285707,1995.9997
2016-06-17,3000.92,6,17,4,24,0,147.275,830.4000000000001,811.303,122.22,1384.3188571428566,1989.3448
2016-06-18,541.938,6,18,5,24,1,3000.92,773.256,1294.75,1582.008,1694.3931428571425,2085.301466666667
2016-06-19,17.12,6,19,6,24,1,541.938,3878.276,236.96,2471.913,1661.3477142857137,2050.632466666667
2016-06-20,1229.548,6,20,0,25,0,17.12,430.43800000000005,6026.312,2718.214,1109.7539999999995,1968.8060333333333
2016-06-21,577.108,6,21,1,25,0,1229.548,3457.099,0.0,1799.2,1223.912571428571,1919.1838333333333
2016-06-22,0.0,6,22,2,25,0,577.108,173.488,320.38800000000003,10560.978000000001,812.4852857142852,1878.4474333333335
2016-06-23,2475.094,6,23,3,25,0,0.0,147.275,1313.536,277.756,787.7012857142852,1526.4148333333333
2016-06-24,5310.952,6,24,4,25,0,2475.094,3000.92,830.4000000000001,1311.97,1120.2468571428567,1599.6594333333333
2016-06-25,893.2660000000001,6,25,5,25,1,5310.952,541.938,773.256,1975.356,1450.251428571428,1732.9588333333334
2016-06-26,1919.6,6,26,6,25,1,893.2660000000001,17.12,3878.276,5305.0779999999995,1500.4411428571423,1696.8891666666666
2016-06-27,778.7060000000001,6,27,0,26,0,1919.6,1229.548,430.43800000000005,2137.324,1772.2239999999997,1584.0398999999998
2016-06-28,877.156,6,28,1,26,0,778.7060000000001,577.108,3457.099,1063.185,1707.8179999999995,1538.7526333333335
2016-06-29,191.88,6,29,2,26,0,877.156,0.0,173.488,8090.5779999999995,1750.6819999999996,1532.5516666666665
2016-06-30,1352.9499999999998,6,30,3,26,0,191.88,2475.094,147.275,438.859,1778.0934285714281,1269.2617333333333
2016-07-01,83.576,7,1,4,26,0,1352.9499999999998,5310.952,3000.92,0.0,1617.7871428571427,1299.7314333333334
2016-07-02,762.142,7,2,5,26,1,83.576,893.2660000000001,541.938,132.224,871.0191428571424,1302.5173
2016-07-03,21.072,7,3,6,26,1,762.142,1919.6,17.12,811.303,852.2871428571424,1323.5145666666665
2016-07-04,1970.574,7,4,0,27,0,21.072,778.7060000000001,1229.548,1294.75,581.0688571428566,1297.1735333333334
2016-07-05,4835.976,7,5,1,27,0,1970.574,877.156,577.108,236.96,751.3357142857138,1319.701
2016-07-06,51.562,7,6,2,27,0,4835.976,191.88,0.0,6026.312,1316.8814285714277,1473.0015333333333
2016-07-07,3882.231,7,7,3,27,0,51.562,1352.9499999999998,2475.094,0.0,1296.8359999999996,1273.8432
2016-07-08,179.97,7,8,4,27,0,3882.231,83.576,5310.952,320.38800000000003,1658.1618571428567,1403.2509
2016-07-09,0.0,7,9,5,27,1,179.97,762.142,893.2660000000001,1313.536,1671.932428571428,1398.5703
2016-07-10,973.712,7,10,6,27,1,0.0,21.072,1919.6,830.4000000000001,1563.0549999999992,1354.7857666666669
2016-07-11,3810.464,7,11,0,28,0,973.712,1970.574,778.7060000000001,773.256,1699.1464285714278,1359.5628333333334
2016-07-12,0.0,7,12,1,28,0,3810.464,4835.976,877.156,3878.276,1961.9878571428567,1460.8031
2016-07-13,0.0,7,13,2,28,0,0.0,51.562,191.88,430.43800000000005,1271.134142857142,1331.5272333333335
2016-07-14,2149.96,7,14,3,28,0,0.0,3882.231,1352.9499999999998,3457.099,1263.7681428571425,1317.1793
2016-07-15,380.2,7,15,4,28,0,2149.96,179.97,83.576,173.488,1016.3008571428566,1273.608
2016-07-16,910.17,7,16,5,28,1,380.2,0.0,762.142,147.275,1044.9051428571422,1280.4984
2016-07-17,2184.88,7,17,6,28,1,910.17,973.712,21.072,3000.92,1174.929428571428,1305.928233333333
2016-07-18,2891.858,7,18,0,29,0,2184.88,3810.464,1970.574,541.938,1347.9534285714278,1278.7269000000001
2016-07-19,1536.454,7,19,1,29,0,2891.858,0.0,4835.976,17.12,1216.7239999999995,1357.0575666666666
2016-07-20,89.95,7,20,2,29,0,1536.454,0.0,51.562,1229.548,1436.217428571428,1407.7020333333335
2016-07-21,991.0949999999999,7,21,3,29,0,89.95,2149.96,3882.231,577.108,1449.067428571428,1369.7154333333335
2016-07-22,1368.048,7,22,4,29,0,991.0949999999999,380.2,179.97,0.0,1283.5152857142853,1383.5149999999999
2016-07-23,654.587,7,23,5,29,1,1368.048,910.17,0.0,2475.094,1424.6364285714278,1429.1166
2016-07-24,326.964,7,24,6,29,1,654.587,2184.88,973.712,5310.952,1388.1245714285708,1368.4330333333335
2016-07-25,5920.488,7,25,0,30,0,326.964,2891.858,3810.464,893.2660000000001,1122.7079999999994,1202.3001
2016-07-26,0.0,7,26,1,30,0,5920.488,1536.454,0.0,1919.6,1555.369428571428,1369.874166666667
2016-07-27,0.0,7,27,2,30,0,0.0,89.95,0.0,778.7060000000001,1335.8759999999995,1305.8875
2016-07-28,2033.3739999999998,7,28,3,30,0,0.0,991.0949999999999,2149.96,877.156,1323.0259999999994,1279.9306333333332
2016-07-29,819.154,7,29,4,30,0,2033.3739999999998,1368.048,380.2,191.88,1471.9229999999993,1318.4712333333334
2016-07-30,1770.7759999999998,7,30,5,30,1,819.154,654.587,910.17,1352.9499999999998,1393.5095714285708,1339.3803666666668
2016-07-31,2174.158,7,31,6,30,1,1770.7759999999998,326.964,2184.88,83.576,1552.9651428571422,1353.3079
2016-08-01,1859.1580000000001,8,1,0,31,0,2174.158,5920.488,2891.858,762.142,1816.8499999999992,1422.9939666666667
2016-08-02,1369.476,8,2,1,31,0,1859.1580000000001,0.0,1536.454,21.072,1236.6599999999994,1459.5611666666666
2016-08-03,2190.81,8,3,2,31,0,1369.476,0.0,89.95,1970.574,1432.299428571428,1504.5079666666668
2016-08-04,2906.404,8,4,3,31,0,2190.81,2033.3739999999998,991.0949999999999,4835.976,1745.272285714285,1511.8491666666666
2016-08-05,1340.2440000000001,8,5,4,31,0,2906.404,819.154,1368.048,51.562,1869.9908571428566,1447.5301
2016-08-06,0.0,8,6,5,31,1,1340.2440000000001,1770.7759999999998,654.587,3882.231,1944.432285714285,1490.4861666666666
2016-08-07,2616.512,8,7,6,31,1,0.0,2174.158,326.964,179.97,1691.464285714285,1361.0784666666666
2016-08-08,1115.2040000000002,8,8,0,32,0,2616.512,1859.1580000000001,5920.488,0.0,1754.6577142857136,1442.2965333333334
2016-08-09,4493.9836000000005,8,9,1,32,0,1115.2040000000002,1369.476,0.0,973.712,1648.3785714285711,1479.47
2016-08-10,561.5360000000001,8,10,2,32,0,4493.9836000000005,2190.81,0.0,3810.464,2094.7367999999997,1596.8123866666667
2016-08-11,993.9000000000001,8,11,3,32,0,561.5360000000001,2906.404,2033.3739999999998,0.0,1861.983371428571,1488.5147866666666
2016-08-12,4709.095,8,12,4,32,0,993.9000000000001,1340.2440000000001,819.154,0.0,1588.7685142857138,1521.6447866666667
2016-08-13,731.524,8,13,5,32,1,4709.095,0.0,1770.7759999999998,2149.96,2070.0329428571426,1678.61462
2016-08-14,923.688,8,14,6,32,1,731.524,2616.512,2174.158,380.2,2174.536371428571,1631.33342
2016-08-15,1680.266,8,15,0,33,0,923.688,1115.2040000000002,1859.1580000000001,910.17,1932.7043714285708,1649.4496866666668
2016-08-16,204.54000000000002,8,16,1,33,0,1680.266,4493.9836000000005,1369.476,2184.88,2013.4275142857139,1675.1195533333334
2016-08-17,15.712,8,17,2,33,0,204.54000000000002,561.5360000000001,2190.81,2891.858,1400.6498571428567,1609.1082199999998
2016-08-18,496.11400000000003,8,18,3,33,0,15.712,993.9000000000001,2906.404,1536.454,1322.6749999999993,1513.2366866666666
2016-08-19,448.792,8,19,4,33,0,496.11400000000003,4709.095,1340.2440000000001,89.95,1251.5627142857138,1478.5586866666667
2016-08-20,14.78,8,20,5,33,1,448.792,731.524,0.0,991.0949999999999,642.9479999999995,1490.5200866666667
2016-08-21,4798.292,8,21,6,33,1,14.78,923.688,2616.512,1368.048,540.5559999999995,1457.9762533333335
2016-08-22,405.35,8,22,0,34,0,4798.292,1680.266,1115.2040000000002,654.587,1094.0708571428568,1572.31772
2016-08-23,4187.348,8,23,1,34,0,405.35,204.54000000000002,4493.9836000000005,326.964,911.9399999999996,1564.00982
2016-08-24,0.0,8,24,2,34,0,4187.348,15.712,561.5360000000001,5920.488,1480.9125714285708,1692.6892866666667
2016-08-25,0.0,8,25,3,34,0,0.0,496.11400000000003,993.9000000000001,0.0,1478.6679999999994,1495.3396866666667
2016-08-26,4874.298,8,26,4,34,0,0.0,448.792,4709.095,0.0,1407.794571428571,1495.3396866666667
2016-08-27,767.9110000000001,8,27,5,34,1,4874.298,14.78,731.524,2033.3739999999998,2040.0097142857137,1657.8162866666669
2016-08-28,322.0248,8,28,6,34,1,767.9110000000001,4798.292,923.688,819.154,2147.5998571428568,1615.6341866666667
2016-08-29,632.188,8,29,0,35,0,322.0248,405.35,1680.266,1770.7759999999998,1508.1331142857136,1599.0632133333334
2016-08-30,1656.8700000000001,8,30,1,35,0,632.188,4187.348,204.54000000000002,2174.158,1540.5385428571424,1561.11028
2016-08-31,23.968,8,31,2,35,0,1656.8700000000001,0.0,15.712,1859.1580000000001,1179.041685714285,1543.8673466666667
2016-09-01,743.046,9,1,3,35,0,23.968,0.0,496.11400000000003,1369.476,1182.4656857142852,1482.694346666667
